Sample_ID	Original.SampleID	Study	Host.Species	Host.Genotype	Compartment	Soil	Soil.Batch	Run	Conditions	Date
bourceret_2016_00179	576H	Reconstruct_BK2017	zea_mays_l	host_soil	soil	DOK	BIODYN	bourceret_2016_003	NS	05_2017
bourceret_2016_00180	577H	Reconstruct_BK2017	zea_mays_l	host_soil	soil	DOK	BIODYN	bourceret_2016_003	NS	05_2017
bourceret_2016_00181	578H	Reconstruct_BK2017	zea_mays_l	host_soil	soil	DOK	BIODYN	bourceret_2016_003	NS	05_2017
bourceret_2016_00182	579H	Reconstruct_BK2017	zea_mays_l	host_soil	soil	DOK	BIODYN	bourceret_2016_003	NS	05_2017
bourceret_2016_00183	580H	Reconstruct_BK2017	zea_mays_l	host_soil	soil	DOK	BIODYN	bourceret_2016_003	NS	05_2017
bourceret_2016_00184	581H	Reconstruct_BK2017	zea_mays_l	host_soil	soil	DOK	BIODYN	bourceret_2016_003	NS	05_2017
bourceret_2016_00185	582H	Reconstruct_BK2017	zea_mays_l	host_soil	soil	DOK	BIODYN	bourceret_2016_003	NS	05_2017
bourceret_2016_00186	583H	Reconstruct_BK2017	zea_mays_l	host_soil	soil	DOK	BIODYN	bourceret_2016_003	NS	05_2017
bourceret_2016_00187	584H	Reconstruct_BK2017	zea_mays_l	host_soil	soil	DOK	BIODYN	bourceret_2016_003	NS	05_2017
bourceret_2016_00188	585H	Reconstruct_BK2017	zea_mays_l	host_soil	soil	DOK	BIODYN	bourceret_2016_003	NS	05_2017
bourceret_2016_00189	586H	Reconstruct_BK2017	zea_mays_l	host_soil	soil	DOK	BIODYN	bourceret_2016_003	NS	05_2017
bourceret_2016_00190	587H	Reconstruct_BK2017	zea_mays_l	host_soil	soil	DOK	BIODYN	bourceret_2016_003	NS	05_2017
bourceret_2016_00191	588H	Reconstruct_BK2017	zea_mays_l	host_soil	soil	DOK	BIODYN	bourceret_2016_003	NS	05_2017
bourceret_2018_00019	RH_13H	Reconstruct_VG2017	zea_mays_l	3_PH207	rhizosphere	DEMO	NK	bourceret_2018_001	NS	07_2017
