id	Degree	Closeness	Betweenness	Kingdom	Phylum	Class	Order	Family	Genus	RA	Occupancy	ID	Exemplar	Cluster	Cluster_size
ASV_1168	82	0.000965250965250965	9.49080007643052	Bacteria	Chloroflexi	TK10	NA	NA	NA	0.000202358649196759	0.0697674418604651	ASV_1168	ASV_1819	Cluster_95	11
ASV_1170	97	0.000979431929480901	13.037385904101	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	0.000574456668137963	0.162790697674419	ASV_1170	ASV_111	Cluster_25	53
ASV_1173	102	0.000984251968503937	14.3565609770796	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	0.000153242464618181	0.0348837209302326	ASV_1173	ASV_2072	Cluster_101	52
ASV_1177	126	0.00100806451612903	33.1267273874691	Bacteria	Proteobacteria	Gammaproteobacteria	PLTA13	NA	NA	0.00236284742686819	0.453488372093023	ASV_1177	ASV_135	Cluster_26	46
ASV_1191	78	0.000961538461538461	5.59103126713569	Bacteria	Chloroflexi	Dehalococcoidia	S085	NA	NA	0.00140974217408758	0.325581395348837	ASV_1191	ASV_80	Cluster_19	16
ASV_1192	209	0.0011001100110011	80.3514841566305	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	0.000600863242201456	0.127906976744186	ASV_1192	ASV_856	Cluster_67	35
ASV_1195	213	0.00110497237569061	66.5526069883743	Bacteria	Desulfobacterota	NA	NA	NA	NA	0.00214774208880673	0.593023255813954	ASV_1195	ASV_88	Cluster_20	52
ASV_1196	107	0.000989119683481701	24.7563390171877	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	0.000579970425395645	0.104651162790698	ASV_1196	ASV_93	Cluster_21	19
ASV_1206	70	0.000954198473282443	4.49953622952641	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Pseudarthrobacter	0.000440609134933334	0.13953488372093	ASV_1206	ASV_93	Cluster_21	19
ASV_1209	141	0.00102354145342886	39.0331482009747	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Ellin517	0.000669938414445749	0.162790697674419	ASV_1209	ASV_1028	Cluster_73	25
ASV_1210	121	0.00100300902708124	33.3052087476062	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter	0.000625233033669796	0.186046511627907	ASV_1210	ASV_80	Cluster_19	16
ASV_1211	246	0.00114678899082569	134.624419672404	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas	0.00192741043126613	0.395348837209302	ASV_1211	ASV_537	Cluster_56	49
ASV_1214	559	0.00178890876565295	1878.62420438324	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhizobacter	0	0	ASV_1214	ASV_2072	Cluster_101	52
ASV_1215	193	0.00108108108108108	73.5559117143047	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	0.000447451922541031	0.0930232558139535	ASV_1215	ASV_1447	Cluster_85	33
ASV_122	148	0.00103092783505155	71.4326318910202	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	NA	0.00138853107758972	0.162790697674419	ASV_122	ASV_221	Cluster_35	22
ASV_1224	227	0.00112233445566779	101.34867804481	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	mle1-7	0.00175391497723406	0.383720930232558	ASV_1224	ASV_135	Cluster_26	46
ASV_1228	559	0.00178890876565295	1878.62420438324	Bacteria	Actinobacteriota	Actinobacteria	Catenulisporales	Catenulisporaceae	Catenulispora	0	0	ASV_1228	ASV_1028	Cluster_73	25
ASV_1236	202	0.00109170305676856	75.1517988785674	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	TRA3-20	NA	0.000604774918405688	0.151162790697674	ASV_1236	ASV_1447	Cluster_85	33
ASV_1239	74	0.000957854406130268	7.33332555505333	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	NA	0.000354560483244158	0.13953488372093	ASV_1239	ASV_744	Cluster_61	25
ASV_124	84	0.000967117988394584	11.5469116795229	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Pelomonas	7.29337673195406e-05	0.0348837209302326	ASV_124	ASV_221	Cluster_35	22
ASV_1247	169	0.00105374077976818	38.1499613993533	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	0.00145703287919452	0.325581395348837	ASV_1247	ASV_111	Cluster_25	53
ASV_125	190	0.00107758620689655	105.012527529434	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	0.011051845894963	0.825581395348837	ASV_125	ASV_107	Cluster_24	35
ASV_1252	304	0.00122850122850123	224.014338426778	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	NA	NA	0.00302615550124442	0.604651162790698	ASV_1252	ASV_537	Cluster_56	49
ASV_1255	69	0.000953288846520496	2.99014908930763	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	A21b	NA	0.000111433787815221	0.0465116279069767	ASV_1255	ASV_1819	Cluster_95	11
ASV_1258	80	0.000963391136801541	9.10127038054586	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	2.6916451335056e-05	0.0116279069767442	ASV_1258	ASV_221	Cluster_35	22
ASV_1262	88	0.000970873786407767	11.91026339515	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA	0.00139993947739421	0.383720930232558	ASV_1262	ASV_222	Cluster_36	28
ASV_1268	138	0.00102040816326531	29.1227487501496	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	NA	NA	0.000545827094151506	0.151162790697674	ASV_1268	ASV_135	Cluster_26	46
ASV_1273	126	0.00100806451612903	15.451685463336	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	0.000617501164878701	0.0465116279069767	ASV_1273	ASV_2072	Cluster_101	52
ASV_1281	196	0.00108459869848156	70.6950174528627	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas	0.000947136939200324	0.22093023255814	ASV_1281	ASV_3117	Cluster_121	25
ASV_1286	559	0.00178890876565295	1878.62420438324	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	NA	0	0	ASV_1286	ASV_221	Cluster_35	22
ASV_1287	207	0.00109769484083425	74.0953264935154	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	0.000803315459843612	0.232558139534884	ASV_1287	ASV_111	Cluster_25	53
ASV_1288	187	0.00107411385606874	61.7381697927404	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup_2	NA	NA	0.000582304960188028	0.186046511627907	ASV_1288	ASV_3117	Cluster_121	25
ASV_1290	106	0.000988142292490119	17.0280692118305	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	0.000181030384744214	0.0697674418604651	ASV_1290	ASV_80	Cluster_19	16
ASV_1293	210	0.00110132158590308	82.3442634927264	Bacteria	NA	NA	NA	NA	NA	0.000976522619785339	0.209302325581395	ASV_1293	ASV_1447	Cluster_85	33
ASV_1302	73	0.000956937799043062	6.20244331710783	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	NA	NA	0.0014357656735299	0.418604651162791	ASV_1302	ASV_88	Cluster_20	52
ASV_1304	139	0.00102145045965271	31.0090139695955	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	0.000965109460543772	0.151162790697674	ASV_1304	ASV_107	Cluster_24	35
ASV_1305	133	0.00101522842639594	25.6497352341121	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA	0.000486614205503509	0.104651162790698	ASV_1305	ASV_1028	Cluster_73	25
ASV_1307	117	0.000999000999000999	30.2795129610307	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	NA	0.00140257558870817	0.383720930232558	ASV_1307	ASV_135	Cluster_26	46
ASV_131	85	0.000968054211035818	10.278155763326	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA	0.000957819040754601	0.302325581395349	ASV_131	ASV_80	Cluster_19	16
ASV_1314	130	0.00101214574898785	26.4522432251342	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	0.00066273937240536	0.209302325581395	ASV_1314	ASV_135	Cluster_26	46
ASV_1316	116	0.000998003992015968	14.5835371670856	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus	0.000619042578754957	0.13953488372093	ASV_1316	ASV_856	Cluster_67	35
ASV_132	173	0.00105820105820106	60.3853593880763	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	0.00143414252899002	0.244186046511628	ASV_132	ASV_2072	Cluster_101	52
ASV_1322	172	0.00105708245243129	41.5990209430313	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	0.00050004654319859	0.197674418604651	ASV_1322	ASV_537	Cluster_56	49
ASV_1324	108	0.00099009900990099	17.6920410762756	Bacteria	RCP2-54	NA	NA	NA	NA	0.000975262729791505	0.337209302325581	ASV_1324	ASV_88	Cluster_20	52
ASV_1327	81	0.000964320154291225	10.5573600678393	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA	0.000938087231393159	0.27906976744186	ASV_1327	ASV_222	Cluster_36	28
ASV_1329	132	0.00101419878296146	27.9913735111512	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	0.00126619828152001	0.325581395348837	ASV_1329	ASV_135	Cluster_26	46
ASV_1342	91	0.000973709834469328	13.8862860251182	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	0.00026089642790693	0.0581395348837209	ASV_1342	ASV_221	Cluster_35	22
ASV_135	260	0.00116550116550117	180.38458673218	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	0.00807217594998617	0.802325581395349	ASV_135	ASV_135	Cluster_26	46
ASV_1359	130	0.00101214574898785	23.2985879721923	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	0.00183467682910767	0.406976744186047	ASV_1359	ASV_111	Cluster_25	53
ASV_1366	132	0.00101419878296146	37.2308534493613	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA	0.000109288744860867	0.0581395348837209	ASV_1366	ASV_1028	Cluster_73	25
ASV_137	174	0.00105932203389831	71.9181306835134	Bacteria	Chloroflexi	TK10	NA	NA	NA	0.0016156506783644	0.348837209302326	ASV_137	ASV_1028	Cluster_73	25
ASV_1373	70	0.000954198473282443	3.57948027768678	Bacteria	Chloroflexi	TK10	NA	NA	NA	8.79159854519389e-05	0.0465116279069767	ASV_1373	ASV_1819	Cluster_95	11
ASV_1375	236	0.00113378684807256	91.1165350630772	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	0.00323953062995347	0.197674418604651	ASV_1375	ASV_93	Cluster_21	19
ASV_1377	82	0.000965250965250965	9.09458362551401	Bacteria	Actinobacteriota	MB-A2-108	NA	NA	NA	0.000304652540774316	0.116279069767442	ASV_1377	ASV_191	Cluster_30	34
ASV_1379	172	0.00105708245243129	54.023074032185	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Trichlorobacter	0.00112574044525682	0.22093023255814	ASV_1379	ASV_135	Cluster_26	46
ASV_1382	146	0.00102880658436214	16.8912600154943	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	0.00058131826025215	0.186046511627907	ASV_1382	ASV_537	Cluster_56	49
ASV_1404	98	0.000980392156862745	10.3426059180756	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	0.000457365526707593	0.13953488372093	ASV_1404	ASV_111	Cluster_25	53
ASV_1406	171	0.00105596620908131	48.9379505886475	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	0.0010400716170489	0.244186046511628	ASV_1406	ASV_111	Cluster_25	53
ASV_1408	215	0.00110741971207087	101.707949092696	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	0.00222065815133947	0.418604651162791	ASV_1408	ASV_222	Cluster_36	28
ASV_1434	154	0.00103734439834025	37.4223704118965	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	0.00139290012194765	0.372093023255814	ASV_1434	ASV_88	Cluster_20	52
ASV_1438	165	0.00104931794333683	35.9964984097601	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Lapillicoccus	0.000680484753687735	0.197674418604651	ASV_1438	ASV_856	Cluster_67	35
ASV_1443	95	0.000977517106549365	12.0877173500721	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter	0.00124651710709802	0.372093023255814	ASV_1443	ASV_135	Cluster_26	46
ASV_1447	279	0.00119189511323004	193.3954189066	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	0.00140024954025034	0.22093023255814	ASV_1447	ASV_1447	Cluster_85	33
ASV_1450	128	0.00101010101010101	31.6587161596098	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067	0.000671930495534652	0.255813953488372	ASV_1450	ASV_135	Cluster_26	46
ASV_1451	104	0.000986193293885602	13.6932681133496	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter	0.000232718147331633	0.0697674418604651	ASV_1451	ASV_744	Cluster_61	25
ASV_1459	74	0.000957854406130268	5.47440730819907	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	NA	0.00102549083919909	0.372093023255814	ASV_1459	ASV_88	Cluster_20	52
ASV_1471	103	0.000985221674876847	21.5568600328924	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	0.00152711034222642	0.325581395348837	ASV_1471	ASV_222	Cluster_36	28
ASV_1474	559	0.00178890876565295	1878.62420438324	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	0	0	ASV_1474	ASV_1028	Cluster_73	25
ASV_1475	134	0.00101626016260163	26.0633782025153	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	0.00148811690218325	0.267441860465116	ASV_1475	ASV_107	Cluster_24	35
ASV_1481	133	0.00101522842639594	28.9460142548943	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	0.00040274446341172	0.116279069767442	ASV_1481	ASV_856	Cluster_67	35
ASV_1482	559	0.00178890876565295	1878.62420438324	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	0	0	ASV_1482	ASV_1819	Cluster_95	11
ASV_1483	559	0.00178890876565295	1878.62420438324	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Leptothrix	0	0	ASV_1483	ASV_1819	Cluster_95	11
